dataset_origin	title	description	description_length
zenodo	Atomistic simulations of cholesterol in asymmetric lipid bilayers with varying degrees of lipid chain unsaturation	Asymmetric membranes consisting of DOPC, cholesterol, and a lipid with a varying level of unsaturation were simulated at 310 K. The DOPC leaflet consisted of 130 molecules, whereas the other leaflet consisted of either 125 DLiPC with 2 double bonds in both chains, 120 DAPC with 4 double bonds in both chains, or 115 DDPC with 6 double bonds in both chains. These numbers were adjusted to prevent membrane bending. All systems contained 28 molecules (10 mol%) of cholesterol. The CHARMM36 force field [1] was used and the membranes were generated using CHARMM-GUI [2]. The simulations were run for 1 microsecond using the GROMACS simulation suite [3]. Simulation parameters are found in the common mdp file. The upload contains simulation inputs and outputs that allows the replication, extension, or analysis of the simulation data: Topology files (top) and molecular definitions (itp) Index files (ndx) A common run parameter file (mdp) A run input file (tpr) Trajectory file (xtc) written every 100 ps Energy file (edr) Log file (log) Final structure file (gro) Continue point file (cpt) The files are named DOPC_LLLL_AA_CHOLXX_TTT.FFF, where LLLL is the type of phospholipid paired with DOPC AA stands for all atom (Coarse-grained data in a separate upload) CHOLXX stands for the cholesterol concentration (CHOL10 for 10 mol%) TTT is the temperature FFF is the tile type (see above) [1] DOI: 10.1021/jp101759q [2] DOI: 10.1021/acs.jctc.5b00935 [3] DOI: 10.1016/j.softx.2015.06.001	1598.0
zenodo	POPC with varying amounts of cholesterol, 130 mM of NaCl. Slipids with ions by Smith & Dang	Simulations of a POPC bilayer with varying amounts (0, 10, 20, and 30 mol-%) of cholesterol and 130 mM of NaCl performed at 310 K. The POPC bilayer consists of 200 lipids (100 per leaflet) and on top of that there is 0 (0%), 22 (10%), 50 (20%), or 86 (30%) of cholesterol. Additionally, simulations with 0% cholesterol are repeated at 330 K, 350 K, and 370 K. The Slipids model [1–3] is employed for lipids, tip3p model for water, and the ion parameters by Smith and Dang [4] for NaCl. The Slipids force field parameters are available at http://www.fos.su.se/~sasha/SLipids/ and the ion parameters are available at https://bitbucket.org/hseara/ions/ –––––––––––––––––––––––––––––––––––––––––––––––––––––– The files are in GROMACS format and named based on the amount of cholesterol present (in %) in the corresponding simulation. Trajectories (.xtc) are 200 ns long with data saved every 100 ps. Additionally, the final structure (.gro), topology (.top), index file (.ndx), energy output file (.edr), and binary run input files (for Gromacs 4.6->) (.tpr) are provided for each system. The common simulation parameter file can be downloaded from another entry at https://doi.org/10.5281/zenodo.259341. –––––––––––––––––––––––––––––––––––––––––––––––––––––– [1] Derivation and Systematic Validation of a Refined All-Atom Force Field for Phosphatidylcholine Lipids. Joakim P. M. Jämbeck and Alexander P. Lyubartsev, The Journal of Physical Chemistry B 2012 116 (10), 3164-3179, DOI: 10.1021/jp212503e [2] An Extension and Further Validation of an All-Atomistic Force Field for Biological Membranes. Joakim P. M. Jämbeck and Alexander P. Lyubartsev, Journal of Chemical Theory and Computation 2012 8 (8), 2938-2948, DOI: 10.1021/ct300342n [3] Another Piece of the Membrane Puzzle: Extending Slipids Further. Joakim P. M. Jämbeck and Alexander P. Lyubartsev, Journal of Chemical Theory and Computation 2013 9 (1), 774-784, DOI: 10.1021/ct300777p [4] Computer simulations of NaCl association in polarizable water. David E. Smith and Liem X. Dang, The Journal of Chemical Physics 1994 100, 3757-3766, DOI: 10.1063/1.466363	2206.0
zenodo	POPC with varying amounts of cholesterol, 450 mM of CaCl_2. Charmm36 with default Charmm ions	Simulations of a POPC bilayer with varying amounts (0, 10, 20, and 30 mol-%) of cholesterol and 450 mM of CaCl_2 performed at 310 K. The POPC bilayer consists of 200 lipids (100 per leaflet) and on top of that there is 0 (0%), 22 (10%), 50 (20%), or 86 (30%) of cholesterol. The Charmm36 model [1,2] is employed for lipids, the Charmm compatible variant of the tip3p model for water, and the default Charmm ion parameters (type CAL) for CaCl_2. The Charmm36 force field parameters were obtained from http://mackerell.umaryland.edu/charmm_ff.shtml . –––––––––––––––––––––––––––––––––––––––––––––––––––––– The files are in GROMACS format and named based on the amount of cholesterol present (in %) in the corresponding simulation. Trajectories (.xtc) are 2 µs long with data saved every 100 ps. Additionally, the final structure (.gro), topology (.top), index file (.ndx), energy output file (.edr), and binary run input files (for Gromacs 5.0->) (.tpr) are provided for each system. The common simulation parameter file (.mdp) is also provided. –––––––––––––––––––––––––––––––––––––––––––––––––––––– [1] Update of the CHARMM All-Atom Additive Force Field for Lipids: Validation on Six Lipid Types. Jeffery B. Klauda, Richard M. Venable, J. Alfredo Freites, Joseph W. O’Connor, Douglas J. Tobias, Carlos Mondragon-Ramirez, Igor Vorobyov, Alexander D. MacKerell, Jr., and Richard W. Pastor, The Journal of Physical Chemistry B 2010 114 (23), 7830–7843, DOI: 10.1021/jp101759q [2] Update of the Cholesterol Force Field Parameters in CHARMM. Joseph B. Lim, Brent Rogaski, and Jeffery B. Klauda, The Journal of Physical Chemistry B 2012 116 (1), 203–210, DOI: 10.1021/jp207925m	1764.0
zenodo	POPC with varying amounts of cholesterol, 130 mM of NaCl. Slipids with ECC-scaled ions	Simulations of a POPC bilayer with varying amounts (0, 10, 20, and 30 mol-%) of cholesterol and 130 mM of NaCl performed at 310 K. The POPC bilayer consists of 200 lipids (100 per leaflet) and on top of that there is 0 (0%), 22 (10%), 50 (20%), or 86 (30%) of cholesterol. The Slipids model [1–3] is employed for lipids, tip3p model for water, and the and the recent ion parameters by Kohagen et al. [4] for NaCl. The Slipids force field parameters are available at http://www.fos.su.se/~sasha/SLipids/ and the ion parameters are available at https://bitbucket.org/hseara/ions/ –––––––––––––––––––––––––––––––––––––––––––––––––––––– The files are in GROMACS format and named based on the amount of cholesterol present (in %) in the corresponding simulation. Trajectories (.xtc) are 200 ns long with data saved every 100 ps. Additionally, the final structure (.gro), topology (.top), index file (.ndx), energy output file (.edr), and binary run input files (for Gromacs 4.6->) (.tpr) are provided for each system. The common simulation parameter file (.mdp) is also provided. –––––––––––––––––––––––––––––––––––––––––––––––––––––– [1] Derivation and Systematic Validation of a Refined All-Atom Force Field for Phosphatidylcholine Lipids. Joakim P. M. Jämbeck and Alexander P. Lyubartsev, The Journal of Physical Chemistry B 2012 116 (10), 3164-3179, DOI: 10.1021/jp212503e [2] An Extension and Further Validation of an All-Atomistic Force Field for Biological Membranes. Joakim P. M. Jämbeck and Alexander P. Lyubartsev, Journal of Chemical Theory and Computation 2012 8 (8), 2938-2948, DOI: 10.1021/ct300342n [3] Another Piece of the Membrane Puzzle: Extending Slipids Further. Joakim P. M. Jämbeck and Alexander P. Lyubartsev, Journal of Chemical Theory and Computation 2013 9 (1), 774-784, DOI: 10.1021/ct300777p [4] Accounting for Electronic Polarization Effects in Aqueous Sodium Chloride via Molecular Dynamics Aided by Neutron Scattering. Miriam Kohagen, Philip E. Mason, and Pavel Jungwirth, The Journal of Physical Chemistry B 2016 120 (8), 1454–1460, DOI: 10.1021/acs.jpcb.5b05221  	2177.0
zenodo	POPC with 40 and 50 mol-% of cholesterol at 310 K. Slipids force field.	Simulations of a POPC bilayer with varying amounts of cholesterol. This data is employed for the NMRlipids project, see http://nmrlipids.blogspot.fi for more information. A POPC bilayer consisting of 200 lipids (100 per leaflet) is simulated in the presence of 40% (134 molecules) or 50 % (200 molecules) of cholesterol. The Slipids model [1–3] is employed for lipids, and the tip3p model for water. The Slipids force field parameters were downloaded from http://mmkluster.fos.su.se/slipids/ –––––––––––––––––––––––––––––––––––––––––––––––––––––– The files are in GROMACS format. Trajectory (.xtc) is 100 ns long with data saved every 100 ps. Additionally, the final structure (.gro), topology (.top), index file (.ndx), binary run input file for GROMACS v. 4.6–> (.tpr) and the energy output file (.edr) are provided together with the run parameter file (.mdp) employed to run all the simulations. UPDATE: Longer 500 ns trajectories are updated together with the checkpoint files. –––––––––––––––––––––––––––––––––––––––––––––––––––––– [1] Derivation and Systematic Validation of a Refined  All-Atom Force Field for Phosphatidylcholine Lipids Joakim P. M. Jämbeck and Alexander P. Lyubartsev The Journal of Physical Chemistry B 2012 116 (10), 3164-3179 DOI: 10.1021/jp212503e [2] An Extension and Further Validation of an All-Atomistic  Force Field for Biological Membranes Joakim P. M. Jämbeck and Alexander P. Lyubartsev Journal of Chemical Theory and Computation 2012 8 (8), 2938-2948 DOI: 10.1021/ct300342n [3] Another Piece of the Membrane Puzzle: Extending Slipids Further Joakim P. M. Jämbeck and Alexander P. Lyubartsev Journal of Chemical Theory and Computation 2013 9 (1), 774-784 DOI: 10.1021/ct300777p	1785.0
zenodo	Simulations of POPC/POPS membranes with KCl	"Simulations of POPC/POPS (5:1, 144 lipids in total) membranes with 500, 1000, 2000, and 3000 mM of KCl. This is an update to a previous upload in which the PS tails were reversed, so it was actually 'OPPS'. Moreover, at 4000 mM of KCl the ions formed a crystal, so these data are omitted. The starting configurations were generated by CHARMM-GUI. The files of the old submission are called  ""PCPS-KClx"" with 'x' indicating the concentration of KCl, whereas the new and corrected files are called ""PCPS_KCL_x.  Simulations of the same membrane in the presence of only counterions as well as in the presence of different amounts of CaCl_2 are available in DOI:10.5281/zenodo.897467 The systems contain 40 waters per lipid, and additional potassium counter ions for the anionic PS. Final concentrations differ from the initial as ions adsorb to the membrane. Concentration calculated as #ion/#water = [ion]/[water], where [water]=55.5 M. The lipid model by Maciejewski and Rog [1,2,3] was used. Topologies (.itp) were obtained from [3] and the OPPS chains were reversed (the fixed itp is included in the upload) to create POPS. TIP3P water was used, and the ions were modelled using default OPLS ion parameters. All simulations are 300 ns long and the uploaded trajectories contain the last 200 ns. Simulation parameters common for all systems are given in the md.mdp file. Simulations were performed with Gromacs 2016.3 [4]. For each KCl concentration, the trajectory (.xtc), energy file (.edr), checkpoint file (.cpt), run input file (.tpr), index file (.ndx), topology file (.top), and the final structure (gro) are provided.  [1] Maciejewski et al., J. Phys Chem. B 118, 2014, pp. 4571–4581, DOI: 10.1021/jp5016627  [2] Kulig et al., Data in Brief 5, 2015, pp. 333–336, DOI: 10.1016/j.dib.2015.09.013 [3] Rog et al., Data in Brief 7, 2016, pp. 1171–1174, DOI: 10.1016/j.dib.2016.03.067 [4] Abraham et al., SoftwareX 1–2, 2015, pp. 19–25, DOI: 10.1016/j.softx.2015.06.001  "	2016.0
zenodo	Coarse-grained simulations of cholesterol in symmetric lipid bilayers with restraints on cholesterol positions	Membranes consisting of 520 phospholipids varying levels of chain unsaturation together with 56 (10 mol%) cholesterol molecules were simulated at 298 K. The phospholipids had either 2 (DLiPC) or 4 (DAPC) double bonds in both of their chains. The Martini force field [1] was used and the membranes were generated using insane [2]. In the simulations, a flat-bottom potential was applied to the cholesterol molecules to either prevent them from partitioning to the membrane core, or from performing complete flip–flops. The simulations were run for 10 microsecond using the GROMACS simulation suite [3]. Simulation parameters are found in the common mdp file (note that the temperature varies between simulations). The upload contains simulation inputs and outputs that allows the replication, extension, or analysis of the simulation data: Topology files (top) and molecular definitions (itp) Index files (ndx) Run parameter files (mdp) A run input file (tpr) Trajectory file (xtc) written every 1 ns Energy file (edr) written every 100 ps Log file (log) Final structure file (gro) Continue point file (cpt) The files are named LLLL_CG_CHOLXX_RR_TTT.FFF, where LLLL is the type of phospholipid CG stands for coarse-grained (All atom data in a separate upload) CHOLXX stands for the cholesterol concentration (CHOL10 for 10 mol%) TTT is the temperature RR is the width of the flat-bottom potential FFF is the tile type (see above) Note that topologies/index files are the same regardless of temperature, and hence their file names do not have the TTT section. Moreover, md_RR.mdp is common for both lipid types yet activates a different flat-bottom potential based on RR. [1] DOI: 10.1021/jp071097f [2] DOI: 10.1021/acs.jctc.5b00209 [3] DOI: 10.1016/j.softx.2015.06.001	1877.0
zenodo	DPPC monolayer simulations with Charmm36+OPC @ 323 K	DPPC monolayers simulated at a varying area per lipid in the NVT ensemble. The Charmm36 lipid model [1] is employed together with the 4-point OPC water model [2]. Each system contains two monolayers with 64 lipids each with a change in simulation box size, except for the system titled 'large'. '200large' contains 128 lipids per monolayer, '400large' 64 lipids per monolayer and '1500large' 17 lipids per monolayer. These 'large' monolayers all have the same simulation box size. All monolayers are separated by a water slab, and surrounded by vacuum.  The number in the filename corresponds to the area per lipid in Ångströms. The starting structures were taken from [4], which also provides detailed information on system setup. The simulations in [3] used Slipids lipid model and TIP3P water model, which were replaced by Charmm36 lipid model and the OPC water model, followed by energy minimization and production runs. The 'large' monolayers were generated from the system 'md100' by replicating it four-fold (2x2) and subsequently removing lipids until the desired area per lipid was reached. All trajectories, 100 ns long, are simulated with Gromacs 5.0.x [4] using the parameters given in the mdp file. The topologies for the lipids can be obtained from Charmm-GUI and for the OPC water model from https://bioinformatics.cs.vt.edu/~izadi/ . [1] DOI: 10.1021/jp101759q [2] DOI: 10.1021/jz501780a [3] DOI: 10.1016/j.bbamem.2016.09.015 [4] DOI: 10.1016/j.softx.2015.06.001	1530.0
zenodo	POPC @ 310K, 130 mM of NaCl. Slipids with ions by Smith & Dang	Simulations of a POPC bilayer with 130 mM of NaCl.  The goal was to study the effect of salt on the order  parameters of the lipid head group and the glycerol  backbone. The obtained results are reported in the  NMRlipids blog at http://nmrlipids.blogspot.fi A POPC bilayer consisting of 200 lipids (100 per leaflet)  is simulated in the presence of 130 mM NaCl. The Slipids  model [1–3] is employed for lipids, tip3p model for water,  and the ion parameters by Smith and Dang [4] for NaCl.  The Slipids force field parameters were downloaded from http://mmkluster.fos.su.se/slipids/ The ion parameters are available at https://bitbucket.org/hseara/ions/ –––––––––––––––––––––––––––––––––––––––––––––––––––––– The files are in GROMACS format. Trajectory (.xtc) is  100 ns long with data saved every 100 ps. Additionally, the initial structure (.gro), topology (.top), index file (.ndx), simulation paremeter file (.mdp), binary  run input file for GROMACS v. 4.6–> (.tpr) and the  energy output file (.edr) are provided.  –––––––––––––––––––––––––––––––––––––––––––––––––––––– [1] Derivation and Systematic Validation of a Refined  All-Atom Force Field for Phosphatidylcholine Lipids Joakim P. M. Jämbeck and Alexander P. Lyubartsev The Journal of Physical Chemistry B 2012 116 (10), 3164-3179 DOI: 10.1021/jp212503e [2] An Extension and Further Validation of an All-Atomistic  Force Field for Biological Membranes Joakim P. M. Jämbeck and Alexander P. Lyubartsev Journal of Chemical Theory and Computation 2012 8 (8), 2938-2948 DOI: 10.1021/ct300342n [3] Another Piece of the Membrane Puzzle: Extending Slipids Further Joakim P. M. Jämbeck and Alexander P. Lyubartsev Journal of Chemical Theory and Computation 2013 9 (1), 774-784 DOI: 10.1021/ct300777p [4] Computer simulations of NaCl association in polarizable water David E. Smith and Liem X. Dang  The Journal of Chemical Physics 1994 100, 3757-3766 DOI: 10.1063/1.466363	1989.0
zenodo	DPPC/POPC/POPG/CHL1 Monolayer Simulations With Charmm36+OPC (Part 2/4)	DPPC/POPC/POPG/CHL1 (60/20/10/10 mol-%) monolayers simulated at varying area per lipid and temperature in the NVT ensemble. The Charmm36 lipid model [1] is used together with the 4-point OPC water model [2]. Each system consist of two monolayers with 169 lipids each. The monolayers are separated by a water slab, and surrounded by vacuum. The numbering in the filenames corresponds to the area per lipid in Ångströms * 10, temperature, possible independent repetitions (2 and 3). The starting structures were generated with CHARMM-GUI with an initial area per lipid of 50 Å^2, followed by a simulation during which the monolayer area was either compressed or expanded using PLUMED. All trajectories are simulated for 1000 ns with Gromacs 5.1.x [3] using the default Charmm36 monolayer simulations parameters given in the mdp file. Topology (.top) and index files are also common for all simulations. The topologies (.itp) for the lipids can be obtained from Charmm-GUI and for the OPC water model from https://bioinformatics.cs.vt.edu/~izadi/ . Part 1 of this upload is available at: DOI:10.5281/zenodo.3898344 Part 2 of this upload is available at: DOI:10.5281/zenodo.3899875 Part 3 of this upload is available at: DOI:10.5281/zenodo.3899535 Part 4 of this upload is available at: DOI:10.5281/zenodo.4034250 Juho Liekkinen, Berta de Santos Moreno, Riku O. Paananen, Ilpo Vattulainen, Luca Monticelli, Jorge Bernardino de la Serna, and Matti Javanainen. Understanding the Functional Properties of Lipid Heterogeneity in Pulmonary Surfactant Monolayers at the Atomistic Level. Frontiers in Cell and Developmental Biology - Cellular Biochemistry (2020) doi: 10.3389/fcell.2020.581016 [1] DOI: 10.1021/jp101759q [2] DOI: 10.1021/jz501780a [3] DOI: 10.1016/j.softx.2015.06.001	1843.0
zenodo	DPPC/POPC/POPG/CHL1 Monolayer Simulations With Charmm36+OPC (Part 4/4)	DPPC/POPC/POPG/CHL1 (60/20/10/10 mol-%) monolayers simulated at varying area per lipid and temperature in the NVT ensemble. The Charmm36 lipid model [1] is used together with the 4-point OPC water model [2]. Each system consist of two monolayers with 169, 676, or 1521 lipids each. The monolayers are separated by a water slab, and surrounded by vacuum. The numbering in the filenames corresponds to the area per lipid in Ångströms * 10, temperature, number of lipids per monolayer if not 169. The starting structures were generated with CHARMM-GUI with an initial area per lipid of 50 Å^2, followed by a simulation during which the monolayer area was either compressed or expanded using PLUMED. All trajectories are simulated for 1000 ns, except the 1521 lipid per monolayer systems for 500 ns, with Gromacs 5.1.x [3] using the default Charmm36 monolayer simulations parameters given in the mdp file. Topology (.top) and index files are also common for all simulations. The topologies (.itp) for the lipids can be obtained from Charmm-GUI and for the OPC water model from https://bioinformatics.cs.vt.edu/~izadi/ . Part 1 of this upload is available at: DOI:10.5281/zenodo.3898344 Part 2 of this upload is available at: DOI:10.5281/zenodo.3899875 Part 3 of this upload is available at: DOI:10.5281/zenodo.3899535 Part 4 of this upload is available at: DOI:10.5281/zenodo.4034250 Juho Liekkinen, Berta de Santos Moreno, Riku O. Paananen, Ilpo Vattulainen, Luca Monticelli, Jorge Bernardino de la Serna, and Matti Javanainen. Understanding the Functional Properties of Lipid Heterogeneity in Pulmonary Surfactant Monolayers at the Atomistic Level. Frontiers in Cell and Developmental Biology - Cellular Biochemistry (2020) doi: 10.3389/fcell.2020.581016 [1] DOI: 10.1021/jp101759q [2] DOI: 10.1021/jz501780a [3] DOI: 10.1016/j.softx.2015.06.001	1913.0
